transaction_id,date,retailer_id,order_value_pkr,delivery_distance_km,is_default
txn_498,2026-01-10,r_0429,30726.87,13.1,1
txn_499,2026-01-10,r_0433,28603.52,20.9,0
txn_500,2026-01-10,r_0445,13476.93,13.0,0
txn_501,2026-01-10,r_0452,22078.27,11.5,1
txn_502,2026-01-10,r_0481,21654.86,4.3,0
txn_503,2026-01-10,r_0487,34277.46,10.4,1
txn_504,2026-01-11,r_0014,22369.89,16.9,0
txn_505,2026-01-11,r_0075,13212.4,14.1,0
txn_506,2026-01-11,r_0091,9019.37,7.8,0
txn_507,2026-01-11,r_0095,10617.15,23.6,0
txn_508,2026-01-11,r_0099,28388.25,16.1,1
txn_509,2026-01-11,r_0104,27494.53,19.0,1
txn_510,2026-01-11,r_0112,50481.49,12.2,0
txn_511,2026-01-11,r_0126,30733.29,19.2,0
txn_512,2026-01-11,r_0133,30634.43,4.4,0
txn_513,2026-01-11,r_0149,25546.42,24.3,0
txn_514,2026-01-11,r_0150,27130.75,7.3,0
txn_515,2026-01-11,r_0151,15220.74,12.0,0
txn_516,2026-01-11,r_0170,25569.55,5.2,0
txn_517,2026-01-11,r_0179,17917.29,6.8,0
txn_518,2026-01-11,r_0239,26575.17,15.5,0
txn_519,2026-01-11,r_0241,22207.7,4.3,1
txn_520,2026-01-11,r_0246,58600.9,16.1,0
txn_521,2026-01-11,r_0256,13937.74,18.7,0
txn_522,2026-01-11,r_0257,12503.05,22.3,0
txn_523,2026-01-11,r_0278,33643.2,2.3,0
txn_524,2026-01-11,r_0309,10013.83,14.8,0
txn_525,2026-01-11,r_0317,12053.83,7.2,0
txn_526,2026-01-11,r_0329,53657.09,20.3,0
txn_527,2026-01-11,r_0336,18719.23,18.5,1
txn_528,2026-01-11,r_0341,17859.45,11.4,1
txn_529,2026-01-11,r_0347,19560.88,4.0,0
txn_530,2026-01-11,r_0354,46624.93,15.3,0
txn_531,2026-01-11,r_0360,31156.47,18.0,0
txn_532,2026-01-11,r_0362,33061.08,14.1,0
txn_533,2026-01-11,r_0364,22538.21,13.7,0
txn_534,2026-01-11,r_0379,33790.33,16.4,0
txn_535,2026-01-11,r_0393,37111.56,10.5,0
txn_536,2026-01-11,r_0394,20769.23,8.5,0
txn_537,2026-01-11,r_0399,21389.28,3.9,0
txn_538,2026-01-11,r_0409,9969.15,16.1,0
txn_539,2026-01-11,r_0411,13766.85,9.2,1
txn_540,2026-01-11,r_0422,28250.05,22.5,0
txn_541,2026-01-11,r_0432,23314.99,21.2,0
txn_542,2026-01-11,r_0444,16858.51,17.2,1
txn_543,2026-01-11,r_0449,18105.67,25.0,0
txn_544,2026-01-11,r_0453,19819.58,11.3,0
txn_545,2026-01-11,r_0483,45268.79,17.6,1
txn_546,2026-01-12,r_0023,9667.42,11.6,1
txn_547,2026-01-12,r_0037,16622.61,5.8,0
txn_548,2026-01-12,r_0038,15708.01,20.5,1
txn_549,2026-01-12,r_0046,26062.64,2.8,0
txn_550,2026-01-12,r_0048,40122.32,14.2,0
txn_551,2026-01-12,r_0052,44432.3,11.4,1
txn_552,2026-01-12,r_0068,44076.12,9.2,0
txn_553,2026-01-12,r_0085,32784.81,22.2,1
txn_554,2026-01-12,r_0094,17329.81,11.2,0
txn_555,2026-01-12,r_0111,24389.92,10.0,0
txn_556,2026-01-12,r_0114,26524.83,11.6,0
txn_557,2026-01-12,r_0127,36028.96,4.0,1
txn_558,2026-01-12,r_0137,13893.8,20.3,0
txn_559,2026-01-12,r_0163,11375.2,18.3,0
txn_560,2026-01-12,r_0165,29703.19,11.9,0
txn_561,2026-01-12,r_0169,64090.27,23.0,1
txn_562,2026-01-12,r_0178,13677.68,13.7,0
txn_563,2026-01-12,r_0199,26521.4,8.3,0
txn_564,2026-01-12,r_0223,30793.98,23.8,0
txn_565,2026-01-12,r_0231,50553.06,5.0,1
txn_566,2026-01-12,r_0238,21466.85,5.3,1
txn_567,2026-01-12,r_0254,24395.74,12.2,0
txn_568,2026-01-12,r_0257,12202.42,22.4,0
txn_569,2026-01-12,r_0276,34319.91,20.4,1
txn_570,2026-01-12,r_0278,42159.28,15.6,0
txn_571,2026-01-12,r_0305,31068.08,11.4,0
txn_572,2026-01-12,r_0306,14119.54,16.1,1
txn_573,2026-01-12,r_0326,22167.1,23.3,0
txn_574,2026-01-12,r_0336,18709.4,12.9,0
txn_575,2026-01-12,r_0355,5973.44,16.3,0
txn_576,2026-01-12,r_0356,45278.79,4.3,1
txn_577,2026-01-12,r_0366,20010.96,6.9,1
txn_578,2026-01-12,r_0394,18242.69,25.0,0
txn_579,2026-01-12,r_0405,49306.3,10.8,0
txn_580,2026-01-12,r_0413,15828.75,15.1,1
txn_581,2026-01-12,r_0455,14992.21,19.4,0
txn_582,2026-01-12,r_0466,15365.46,18.4,1
txn_583,2026-01-12,r_0470,39787.29,12.9,0
txn_584,2026-01-12,r_0488,17961.75,7.5,0
txn_585,2026-01-12,r_0491,13632.86,2.9,0
txn_586,2026-01-12,r_0496,34215.22,3.6,1
txn_587,2026-01-13,r_0019,31490.94,15.3,0
txn_588,2026-01-13,r_0020,51077.32,16.0,1
txn_589,2026-01-13,r_0034,17495.37,7.4,1
txn_590,2026-01-13,r_0036,20148.72,16.2,1
txn_591,2026-01-13,r_0058,24468.8,4.5,1
txn_592,2026-01-13,r_0072,24352.06,9.2,0
txn_593,2026-01-13,r_0099,29800.34,4.6,1
txn_594,2026-01-13,r_0117,18779.67,2.2,1
txn_595,2026-01-13,r_0138,32645.56,12.8,0
txn_596,2026-01-13,r_0149,22692.68,2.7,0
txn_597,2026-01-13,r_0150,38157.52,6.5,0
txn_598,2026-01-13,r_0167,36308.53,19.7,0
txn_599,2026-01-13,r_0175,11923.75,17.4,0
txn_600,2026-01-13,r_0177,16060.53,9.2,0
txn_601,2026-01-13,r_0190,14312.15,20.2,0
txn_602,2026-01-13,r_0192,49532.56,16.5,1
txn_603,2026-01-13,r_0206,12291.45,7.6,0
txn_604,2026-01-13,r_0211,11576.21,9.8,1
txn_605,2026-01-13,r_0213,28908.59,4.8,0
txn_606,2026-01-13,r_0214,22658.07,11.6,0
txn_607,2026-01-13,r_0220,41583.05,6.7,0
txn_608,2026-01-13,r_0234,18447.71,7.5,1
txn_609,2026-01-13,r_0237,26982.09,6.3,1
txn_610,2026-01-13,r_0242,23116.02,21.8,1
txn_611,2026-01-13,r_0280,54162.3,11.0,0
txn_612,2026-01-13,r_0286,34134.53,2.9,1
txn_613,2026-01-13,r_0288,15998.86,23.6,0
txn_614,2026-01-13,r_0291,24487.8,14.2,1
txn_615,2026-01-13,r_0303,20805.74,3.6,0
txn_616,2026-01-13,r_0309,9856.21,12.3,0
txn_617,2026-01-13,r_0326,28684.97,20.6,0
txn_618,2026-01-13,r_0336,27511.15,20.2,0
txn_619,2026-01-13,r_0353,46086.25,16.4,0
txn_620,2026-01-13,r_0354,35746.17,8.6,1
txn_621,2026-01-13,r_0379,32261.53,20.9,0
txn_622,2026-01-13,r_0381,37540.79,20.1,0
txn_623,2026-01-13,r_0409,8992.05,7.8,1
txn_624,2026-01-13,r_0416,18981.77,5.5,1
txn_625,2026-01-13,r_0429,30579.79,17.7,0
txn_626,2026-01-13,r_0430,23607.69,4.4,0
txn_627,2026-01-13,r_0435,48965.67,16.1,0
txn_628,2026-01-13,r_0452,28536.53,15.4,1
txn_629,2026-01-13,r_0463,31771.72,3.7,1
txn_630,2026-01-13,r_0469,27254.81,16.1,0
txn_631,2026-01-13,r_0480,19707.59,4.1,0
txn_632,2026-01-13,r_0482,10496.19,24.3,1
txn_633,2026-01-13,r_0499,31684.17,4.7,1
txn_634,2026-01-14,r_0018,13224.24,11.4,1
txn_635,2026-01-14,r_0025,56651.97,15.6,1
txn_636,2026-01-14,r_0042,10940.69,24.3,0
txn_637,2026-01-14,r_0069,19108.37,21.7,1
txn_638,2026-01-14,r_0081,15772.33,21.1,0
txn_639,2026-01-14,r_0085,30239.25,8.6,1
txn_640,2026-01-14,r_0088,23519.75,22.7,0
txn_641,2026-01-14,r_0140,30989.8,7.8,0
txn_642,2026-01-14,r_0150,32539.36,25.0,1
txn_643,2026-01-14,r_0155,20677.79,5.4,0
txn_644,2026-01-14,r_0179,23303.1,7.1,0
txn_645,2026-01-14,r_0180,13705.68,11.0,0
txn_646,2026-01-14,r_0181,39213.66,20.5,0
txn_647,2026-01-14,r_0192,50025.49,10.6,1
txn_648,2026-01-14,r_0208,9738.58,11.3,0
txn_649,2026-01-14,r_0209,16633.01,2.0,0
txn_650,2026-01-14,r_0214,18164.43,15.3,1
txn_651,2026-01-14,r_0218,45220.55,23.8,1
txn_652,2026-01-14,r_0221,39195.47,16.8,0
txn_653,2026-01-14,r_0240,12182.12,24.2,0
txn_654,2026-01-14,r_0242,26778.73,9.9,1
txn_655,2026-01-14,r_0243,23131.05,4.3,0
txn_656,2026-01-14,r_0258,55703.1,12.1,1
txn_657,2026-01-14,r_0272,21681.91,22.9,1
txn_658,2026-01-14,r_0274,8045.89,16.5,1
txn_659,2026-01-14,r_0286,29267.04,18.5,1
txn_660,2026-01-14,r_0309,10734.54,8.1,0
txn_661,2026-01-14,r_0320,30785.46,9.7,0
txn_662,2026-01-14,r_0365,11613.0,22.8,0
txn_663,2026-01-14,r_0393,31939.68,3.3,1
txn_664,2026-01-14,r_0426,37009.19,10.3,0
txn_665,2026-01-14,r_0438,45946.76,20.8,0
txn_666,2026-01-14,r_0447,13128.0,20.2,1
txn_667,2026-01-14,r_0458,29556.37,10.1,1
txn_668,2026-01-14,r_0476,15575.5,11.4,0
txn_669,2026-01-15,r_0024,19949.65,2.9,0
txn_670,2026-01-15,r_0040,17315.12,6.9,0
txn_671,2026-01-15,r_0061,53805.36,9.1,0
txn_672,2026-01-15,r_0076,20716.62,6.6,1
txn_673,2026-01-15,r_0089,32336.99,18.7,1
txn_674,2026-01-15,r_0092,29163.4,22.9,0
txn_675,2026-01-15,r_0094,12374.0,22.9,0
txn_676,2026-01-15,r_0096,12547.99,23.6,1
txn_677,2026-01-15,r_0100,15670.59,23.8,0
txn_678,2026-01-15,r_0102,15439.2,24.2,0
txn_679,2026-01-15,r_0120,31500.23,6.3,1
txn_680,2026-01-15,r_0126,38399.3,12.2,0
txn_681,2026-01-15,r_0143,19303.92,2.7,0
txn_682,2026-01-15,r_0171,18996.4,18.0,1
txn_683,2026-01-15,r_0180,15255.84,6.7,1
txn_684,2026-01-15,r_0192,48647.82,14.0,0
txn_685,2026-01-15,r_0198,11572.21,4.4,1
txn_686,2026-01-15,r_0199,23490.37,18.2,1
txn_687,2026-01-15,r_0208,7599.48,23.9,0
txn_688,2026-01-15,r_0219,38649.12,7.6,1
txn_689,2026-01-15,r_0220,33934.96,23.0,1
txn_690,2026-01-15,r_0227,22145.01,14.9,0
txn_691,2026-01-15,r_0240,12507.84,13.6,1
txn_692,2026-01-15,r_0248,22722.37,21.5,0
txn_693,2026-01-15,r_0253,13840.35,21.0,0
txn_694,2026-01-15,r_0264,10119.81,17.3,0
txn_695,2026-01-15,r_0277,21769.43,2.6,0
txn_696,2026-01-15,r_0302,25899.9,9.5,1
txn_697,2026-01-15,r_0307,14912.45,21.8,0
txn_698,2026-01-15,r_0331,23404.81,24.3,0
txn_699,2026-01-15,r_0360,33606.96,9.5,0
txn_700,2026-01-15,r_0373,25788.47,15.0,1
txn_701,2026-01-15,r_0383,19158.21,24.9,0
txn_702,2026-01-15,r_0398,27753.1,15.0,0
txn_703,2026-01-15,r_0413,17065.24,22.4,0
txn_704,2026-01-15,r_0414,42787.39,13.1,1
txn_705,2026-01-15,r_0415,42716.46,17.2,1
txn_706,2026-01-15,r_0426,43980.1,12.6,1
txn_707,2026-01-15,r_0467,37412.68,8.4,1
txn_708,2026-01-15,r_0483,42364.61,11.9,1
txn_709,2026-01-15,r_0486,14589.82,20.0,0
txn_710,2026-01-15,r_0499,32877.33,7.2,1
txn_711,2026-01-16,r_0028,29006.21,11.1,0
txn_712,2026-01-16,r_0038,13131.43,17.6,0
txn_713,2026-01-16,r_0042,11420.07,20.7,1
txn_714,2026-01-16,r_0050,28081.7,14.8,1
txn_715,2026-01-16,r_0058,24775.11,14.4,0
txn_716,2026-01-16,r_0069,15608.94,2.2,0
txn_717,2026-01-16,r_0079,27472.01,6.6,0
txn_718,2026-01-16,r_0082,16493.98,17.7,1
txn_719,2026-01-16,r_0093,6087.38,8.9,1
txn_720,2026-01-16,r_0099,39816.37,6.2,0
txn_721,2026-01-16,r_0100,20672.43,17.2,1
txn_722,2026-01-16,r_0118,10315.34,24.4,0
txn_723,2026-01-16,r_0122,20154.07,16.0,0
txn_724,2026-01-16,r_0131,31978.95,24.4,1
txn_725,2026-01-16,r_0148,18539.01,16.5,0
txn_726,2026-01-16,r_0149,25346.89,7.2,0
txn_727,2026-01-16,r_0150,35186.79,19.1,0
txn_728,2026-01-16,r_0189,41482.03,4.2,0
txn_729,2026-01-16,r_0195,15216.43,7.4,1
txn_730,2026-01-16,r_0202,13134.72,24.5,0
txn_731,2026-01-16,r_0205,10592.17,6.4,0
txn_732,2026-01-16,r_0217,13386.09,8.0,1
txn_733,2026-01-16,r_0220,43022.52,7.8,0
txn_734,2026-01-16,r_0231,50871.08,20.4,0
txn_735,2026-01-16,r_0238,15800.16,15.5,1
txn_736,2026-01-16,r_0252,31646.56,5.1,0
txn_737,2026-01-16,r_0277,19435.31,11.4,0
txn_738,2026-01-16,r_0293,20499.21,17.5,0
txn_739,2026-01-16,r_0302,25297.06,19.6,1
txn_740,2026-01-16,r_0319,19743.84,21.5,0
txn_741,2026-01-16,r_0330,10877.99,14.8,1
txn_742,2026-01-16,r_0332,15224.12,15.6,1
txn_743,2026-01-16,r_0345,26623.44,23.1,1
txn_744,2026-01-16,r_0346,20740.28,22.7,0
txn_745,2026-01-16,r_0353,47259.13,10.1,1
txn_746,2026-01-16,r_0357,40658.08,24.2,0
txn_747,2026-01-16,r_0369,12442.69,21.4,1
txn_748,2026-01-16,r_0374,4877.56,4.4,1
txn_749,2026-01-16,r_0375,21962.68,10.3,0
txn_750,2026-01-16,r_0382,43532.47,13.2,1
txn_751,2026-01-16,r_0396,16497.81,20.8,0
txn_752,2026-01-16,r_0403,13277.59,11.6,1
txn_753,2026-01-16,r_0413,20091.92,3.7,1
txn_754,2026-01-16,r_0416,23105.4,2.4,1
txn_755,2026-01-16,r_0455,21105.31,11.0,0
txn_756,2026-01-16,r_0481,18508.0,17.2,0
txn_757,2026-01-16,r_0491,14291.62,12.7,0
txn_758,2026-01-17,r_0017,9901.52,18.4,1
txn_759,2026-01-17,r_0018,13470.78,9.1,0
txn_760,2026-01-17,r_0023,13596.96,23.4,0
txn_761,2026-01-17,r_0029,13428.43,10.0,1
txn_762,2026-01-17,r_0037,19434.26,4.3,0
txn_763,2026-01-17,r_0038,16357.59,18.7,1
txn_764,2026-01-17,r_0049,19386.66,8.4,1
txn_765,2026-01-17,r_0064,12357.03,4.3,1
txn_766,2026-01-17,r_0080,40235.38,24.9,0
txn_767,2026-01-17,r_0090,18712.69,12.9,0
txn_768,2026-01-17,r_0095,12172.7,13.5,0
txn_769,2026-01-17,r_0116,24176.73,19.9,1
txn_770,2026-01-17,r_0119,35426.59,5.6,0
txn_771,2026-01-17,r_0140,31232.76,24.7,0
txn_772,2026-01-17,r_0161,18564.3,6.3,1
txn_773,2026-01-17,r_0192,48729.39,8.9,0
txn_774,2026-01-17,r_0200,39200.44,16.5,0
txn_775,2026-01-17,r_0204,10388.15,2.9,0
txn_776,2026-01-17,r_0206,14727.89,2.7,0
txn_777,2026-01-17,r_0207,17749.58,12.1,0
txn_778,2026-01-17,r_0221,40504.58,18.3,1
txn_779,2026-01-17,r_0222,8371.26,24.9,0
txn_780,2026-01-17,r_0224,35699.72,10.1,0
txn_781,2026-01-17,r_0252,30878.59,9.2,0
txn_782,2026-01-17,r_0258,49400.98,14.1,0
txn_783,2026-01-17,r_0263,22245.64,11.5,0
txn_784,2026-01-17,r_0266,39541.02,9.6,0
txn_785,2026-01-17,r_0270,19202.12,19.6,0
txn_786,2026-01-17,r_0278,44214.79,10.3,0
txn_787,2026-01-17,r_0303,26541.82,5.5,0
txn_788,2026-01-17,r_0349,15029.87,19.9,0
txn_789,2026-01-17,r_0354,51607.47,20.8,0
txn_790,2026-01-17,r_0364,27659.65,21.6,0
txn_791,2026-01-17,r_0434,31935.37,11.3,1
txn_792,2026-01-17,r_0437,21715.97,20.2,0
txn_793,2026-01-17,r_0454,40416.1,23.0,0
txn_794,2026-01-17,r_0485,21986.23,22.0,1
txn_795,2026-01-18,r_0006,20559.26,2.4,0
txn_796,2026-01-18,r_0021,45333.07,22.6,0
txn_797,2026-01-18,r_0029,11468.78,10.4,0
txn_798,2026-01-18,r_0042,10304.48,21.0,0
txn_799,2026-01-18,r_0053,11041.45,2.0,0
txn_800,2026-01-18,r_0097,14629.05,4.9,0
txn_801,2026-01-18,r_0105,31623.98,2.8,0
txn_802,2026-01-18,r_0124,5935.0,5.7,1
txn_803,2026-01-18,r_0131,31573.65,14.5,1
txn_804,2026-01-18,r_0150,33232.39,9.8,0
txn_805,2026-01-18,r_0163,13024.71,8.9,0
txn_806,2026-01-18,r_0188,44859.94,6.7,0
txn_807,2026-01-18,r_0208,8278.3,13.5,0
txn_808,2026-01-18,r_0218,55625.28,12.8,1
txn_809,2026-01-18,r_0227,21247.9,22.3,0
txn_810,2026-01-18,r_0243,25590.01,18.5,1
txn_811,2026-01-18,r_0259,15858.59,7.5,1
txn_812,2026-01-18,r_0260,40085.12,16.2,0
txn_813,2026-01-18,r_0266,45146.28,3.0,0
txn_814,2026-01-18,r_0273,27145.01,20.6,1
txn_815,2026-01-18,r_0286,23728.97,6.3,0
txn_816,2026-01-18,r_0297,14970.94,17.4,1
txn_817,2026-01-18,r_0299,17695.49,2.8,0
txn_818,2026-01-18,r_0311,24269.42,2.6,0
txn_819,2026-01-18,r_0341,19698.65,20.1,1
txn_820,2026-01-18,r_0343,9463.98,23.9,0
txn_821,2026-01-18,r_0348,13261.75,19.8,1
txn_822,2026-01-18,r_0350,22590.3,13.7,0
txn_823,2026-01-18,r_0354,38652.74,7.7,1
txn_824,2026-01-18,r_0373,24441.19,21.8,0
txn_825,2026-01-18,r_0374,5538.64,21.9,1
txn_826,2026-01-18,r_0378,52176.0,10.0,1
txn_827,2026-01-18,r_0390,26479.61,12.9,0
txn_828,2026-01-18,r_0398,24803.54,19.4,0
txn_829,2026-01-18,r_0414,43787.94,10.3,1
txn_830,2026-01-18,r_0447,18314.3,21.6,0
txn_831,2026-01-18,r_0448,36381.41,5.7,0
txn_832,2026-01-18,r_0449,23121.07,2.5,1
txn_833,2026-01-18,r_0455,15897.38,14.7,0
txn_834,2026-01-18,r_0466,13109.95,3.8,1
txn_835,2026-01-18,r_0470,42090.95,11.1,0
txn_836,2026-01-18,r_0474,14492.23,23.1,0
txn_837,2026-01-18,r_0484,24773.17,21.8,0
txn_838,2026-01-18,r_0486,15238.41,16.4,1
txn_839,2026-01-18,r_0489,26659.84,18.6,0
txn_840,2026-01-18,r_0494,24687.93,17.1,0
txn_841,2026-01-19,r_0036,19938.28,16.1,0
txn_842,2026-01-19,r_0041,8192.95,18.1,0
txn_843,2026-01-19,r_0042,9707.61,13.8,0
txn_844,2026-01-19,r_0057,22817.73,5.9,0
txn_845,2026-01-19,r_0070,15318.44,18.9,0
txn_846,2026-01-19,r_0081,19688.35,13.5,1
txn_847,2026-01-19,r_0088,26581.0,24.1,1
txn_848,2026-01-19,r_0103,11490.56,12.7,1
txn_849,2026-01-19,r_0105,27829.73,21.5,0
txn_850,2026-01-19,r_0112,63156.59,4.1,0
txn_851,2026-01-19,r_0121,36155.02,17.4,0
txn_852,2026-01-19,r_0124,6917.83,9.1,0
txn_853,2026-01-19,r_0126,42446.09,23.1,0
txn_854,2026-01-19,r_0159,46006.31,18.3,0
txn_855,2026-01-19,r_0161,16312.26,21.4,1
txn_856,2026-01-19,r_0193,16956.35,24.5,1
txn_857,2026-01-19,r_0196,14331.83,21.2,0
txn_858,2026-01-19,r_0208,10202.03,7.5,0
txn_859,2026-01-19,r_0216,23130.86,18.0,0
txn_860,2026-01-19,r_0219,33794.51,16.2,0
txn_861,2026-01-19,r_0230,15780.85,19.5,1
txn_862,2026-01-19,r_0233,22511.53,6.1,1
txn_863,2026-01-19,r_0236,21020.03,21.6,1
txn_864,2026-01-19,r_0243,23563.46,11.6,1
txn_865,2026-01-19,r_0244,10066.28,3.8,0
txn_866,2026-01-19,r_0248,17936.12,19.4,0
txn_867,2026-01-19,r_0252,27326.94,23.2,0
txn_868,2026-01-19,r_0253,14747.59,11.0,0
txn_869,2026-01-19,r_0273,31755.12,21.0,1
txn_870,2026-01-19,r_0281,13878.45,14.7,1
txn_871,2026-01-19,r_0282,29111.39,16.5,1
txn_872,2026-01-19,r_0287,27994.19,24.5,1
txn_873,2026-01-19,r_0291,18530.89,17.7,0
txn_874,2026-01-19,r_0321,8204.99,10.6,0
txn_875,2026-01-19,r_0331,24224.91,14.9,1
txn_876,2026-01-19,r_0348,16590.0,19.8,0
txn_877,2026-01-19,r_0359,9601.5,24.7,0
txn_878,2026-01-19,r_0369,14925.58,12.6,0
txn_879,2026-01-19,r_0372,18337.26,2.8,1
txn_880,2026-01-19,r_0382,46855.7,15.5,0
txn_881,2026-01-19,r_0387,18657.75,7.4,1
txn_882,2026-01-19,r_0399,21692.46,8.0,0
txn_883,2026-01-19,r_0407,13452.8,21.8,0
txn_884,2026-01-19,r_0413,15537.49,10.5,0
txn_885,2026-01-19,r_0436,36398.96,15.2,0
txn_886,2026-01-19,r_0445,13367.31,18.1,0
txn_887,2026-01-19,r_0466,14424.0,19.1,0
txn_888,2026-01-19,r_0468,10156.59,2.7,1
txn_889,2026-01-19,r_0472,29944.64,3.0,0
txn_890,2026-01-20,r_0004,21297.29,16.7,0
txn_891,2026-01-20,r_0018,11591.71,4.8,0
txn_892,2026-01-20,r_0020,36659.18,6.7,0
txn_893,2026-01-20,r_0022,25449.0,24.2,1
txn_894,2026-01-20,r_0029,10498.6,7.6,0
txn_895,2026-01-20,r_0048,32255.66,19.9,0
txn_896,2026-01-20,r_0089,40221.87,10.2,0
txn_897,2026-01-20,r_0098,35592.06,14.5,1
txn_898,2026-01-20,r_0108,52124.72,23.7,0
txn_899,2026-01-20,r_0126,39770.46,24.9,0
txn_900,2026-01-20,r_0143,20606.44,9.5,0
txn_901,2026-01-20,r_0145,20099.79,20.5,0
txn_902,2026-01-20,r_0150,27815.48,22.8,0
txn_903,2026-01-20,r_0154,49891.84,18.4,0
txn_904,2026-01-20,r_0169,55905.66,4.2,1
txn_905,2026-01-20,r_0171,17510.0,4.0,0
txn_906,2026-01-20,r_0172,13018.68,20.1,0
txn_907,2026-01-20,r_0199,21251.21,6.5,1
txn_908,2026-01-20,r_0220,35040.57,13.6,0
txn_909,2026-01-20,r_0232,26453.58,6.3,0
txn_910,2026-01-20,r_0242,28401.71,19.2,0
txn_911,2026-01-20,r_0246,43287.93,3.8,0
txn_912,2026-01-20,r_0248,22336.72,24.6,0
txn_913,2026-01-20,r_0249,19820.27,21.4,0
txn_914,2026-01-20,r_0254,27988.96,7.9,1
txn_915,2026-01-20,r_0256,17124.99,11.5,0
txn_916,2026-01-20,r_0258,44527.24,13.1,1
txn_917,2026-01-20,r_0261,36647.13,13.9,0
txn_918,2026-01-20,r_0267,28604.95,16.2,1
txn_919,2026-01-20,r_0273,33372.35,20.3,0
txn_920,2026-01-20,r_0324,22525.63,24.7,0
txn_921,2026-01-20,r_0345,28831.2,14.5,1
txn_922,2026-01-20,r_0348,14519.74,16.9,0
txn_923,2026-01-20,r_0353,42768.69,9.3,1
txn_924,2026-01-20,r_0354,40291.87,4.8,0
txn_925,2026-01-20,r_0397,38900.58,14.6,1
txn_926,2026-01-20,r_0401,13928.32,5.7,0
txn_927,2026-01-20,r_0411,17771.63,13.7,0
txn_928,2026-01-20,r_0422,35028.89,21.6,0
txn_929,2026-01-20,r_0423,32483.17,14.5,0
txn_930,2026-01-20,r_0430,22611.34,20.5,0
txn_931,2026-01-20,r_0434,30340.41,16.8,1
txn_932,2026-01-20,r_0449,19028.93,6.2,0
txn_933,2026-01-20,r_0451,23097.18,20.7,0
txn_934,2026-01-20,r_0463,38500.39,21.0,0
txn_935,2026-01-20,r_0464,16525.95,16.9,0
txn_936,2026-01-20,r_0474,13129.26,23.6,1
txn_937,2026-01-20,r_0478,15106.02,19.4,1
txn_938,2026-01-20,r_0496,47395.11,16.4,0
txn_939,2026-01-21,r_0020,52560.56,15.9,0
txn_940,2026-01-21,r_0038,16505.42,14.3,1
txn_941,2026-01-21,r_0040,15912.63,21.8,1
txn_942,2026-01-21,r_0066,28320.68,14.2,0
txn_943,2026-01-21,r_0085,31825.35,15.5,0
txn_944,2026-01-21,r_0091,10361.21,9.7,0
txn_945,2026-01-21,r_0095,13421.03,18.1,0
txn_946,2026-01-21,r_0103,13002.38,22.8,0
txn_947,2026-01-21,r_0106,14434.44,14.0,1
txn_948,2026-01-21,r_0115,16900.69,15.6,1
txn_949,2026-01-21,r_0116,33230.59,18.6,0
txn_950,2026-01-21,r_0120,41596.68,21.6,0
txn_951,2026-01-21,r_0130,44840.4,18.2,0
txn_952,2026-01-21,r_0133,28232.03,12.3,0
txn_953,2026-01-21,r_0145,17000.52,16.3,0
txn_954,2026-01-21,r_0162,13628.47,17.2,0
txn_955,2026-01-21,r_0174,33541.67,23.9,0
txn_956,2026-01-21,r_0178,15328.19,9.6,0
txn_957,2026-01-21,r_0189,40981.12,9.2,0
txn_958,2026-01-21,r_0191,28046.56,7.7,1
txn_959,2026-01-21,r_0196,16951.22,6.3,0
txn_960,2026-01-21,r_0200,55554.41,3.9,1
txn_961,2026-01-21,r_0227,28241.19,10.2,0
txn_962,2026-01-21,r_0231,46917.85,22.5,1
txn_963,2026-01-21,r_0233,19756.3,4.1,0
txn_964,2026-01-21,r_0253,16078.85,9.3,1
txn_965,2026-01-21,r_0254,28827.01,8.6,0
txn_966,2026-01-21,r_0257,13210.43,21.6,0
txn_967,2026-01-21,r_0284,8189.19,12.8,0
txn_968,2026-01-21,r_0287,25829.76,22.6,1
txn_969,2026-01-21,r_0288,17763.47,14.6,0
txn_970,2026-01-21,r_0321,8610.68,16.6,0
txn_971,2026-01-21,r_0323,24195.06,23.0,0
txn_972,2026-01-21,r_0388,15668.82,18.6,1
txn_973,2026-01-21,r_0401,14574.16,18.5,1
txn_974,2026-01-21,r_0414,42212.96,12.8,0
txn_975,2026-01-21,r_0427,55242.63,15.7,0
txn_976,2026-01-21,r_0450,12509.17,24.2,0
txn_977,2026-01-21,r_0457,33364.34,19.3,0
txn_978,2026-01-21,r_0500,13672.36,3.4,1
txn_979,2026-01-22,r_0003,27408.54,15.7,1
txn_980,2026-01-22,r_0013,13373.89,13.6,0
txn_981,2026-01-22,r_0025,42329.13,2.3,1
txn_982,2026-01-22,r_0058,22244.59,20.7,0
txn_983,2026-01-22,r_0085,35403.14,17.5,0
txn_984,2026-01-22,r_0105,23855.29,24.8,1
txn_985,2026-01-22,r_0110,16210.19,11.3,1
txn_986,2026-01-22,r_0132,15304.12,7.3,1
txn_987,2026-01-22,r_0134,17586.27,11.7,0
txn_988,2026-01-22,r_0135,27320.53,19.9,0
txn_989,2026-01-22,r_0140,34947.25,17.9,0
txn_990,2026-01-22,r_0153,35014.2,8.1,0
txn_991,2026-01-22,r_0162,13515.64,13.6,0
txn_992,2026-01-22,r_0219,42782.61,17.2,0
txn_993,2026-01-22,r_0226,22058.11,2.6,0
txn_994,2026-01-22,r_0227,27633.58,13.5,1
txn_995,2026-01-22,r_0229,29380.25,8.1,0
